Puesto,Empresa,Puntuación empresa,Ubicación,Estado postulación,Fecha,Candidatos,URL aviso
Operario  para control de calidad,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-para-control-de-calidad-en-la-plata-70D43DE9669D6A4361373E686DCF3405
Operario de Playa y Servicompras (req187716) Eventual,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-playa-y-servicompras-req187716-eventual-en-la-plata-40B84D254A4C9D3D61373E686DCF3405
Operario de deposito,,,,CV Visto,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-en-la-plata-080F17786F8C87F561373E686DCF3405
Armadores de Pedidos/Operarios de Picking,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-armadores-de-pedidosoperarios-de-picking-la-plata-en-la-plata-2D458422EB47223F61373E686DCF3405
Personal Carga y Descarga,Grupo Gestión,"4,1","La Plata, Buenos Aires",Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-personal-carga-y-descarga-la-plata-en-la-plata-94117574E536332B61373E686DCF3405
Personal de limpieza,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-personal-de-limpieza-zona-la-plata-en-la-plata-B9AA2F1CA973758B61373E686DCF3405
Operario Calificado (La Plata),,,,No seleccionado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-calificado-la-plata-la-plata-en-la-plata-DA1039F33F5334CA61373E686DCF3405
Administrativo,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-de-obra-en-boca-C8E5EF344504EF1061373E686DCF3405
Administrativa De Ventas,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativa-de-ventas-con-experiencias-comprobable-en-empresas-del-rubro-en-la-plata-52E860A2FDBAF5B361373E686DCF3405
Administrativo/a de Compras y Logística,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-de-compras-y-logistica-en-la-plata-3E2666ADA20DD07061373E686DCF3405
Personal de limpieza,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-personal-de-limpieza-media-jornada-en-la-plata-1902C5FEAFFF091561373E686DCF3405
Responsable de limpieza,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-responsable-de-limpieza-la-plata-en-la-plata-3587D163E958EAF361373E686DCF3405
Operario Técnico Producción La plata,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-tecnico-produccion-la-plata-en-la-plata-EEF8FC4E976AAA5761373E686DCF3405
Despacher,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-despacher-empresa-de-telecomunicaciones-zona-la-plata-en-la-plata-D6CF5F7351EEBE5661373E686DCF3405
Operario Calificado (Abasto),,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-calificado-abasto-la-plata-en-la-plata-4438FBAFA69265DB61373E686DCF3405
Vendedor/Atención/Cajero turno Noche,,,,En proceso,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedoratencioncajero-turno-noche-en-belgrano-F157188C6E599A3061373E686DCF3405
Vendedor/Atención/Cajero turno Dia,,,,En proceso,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedoratencioncajero-turno-dia-en-belgrano-476F31ADF2F43B4E61373E686DCF3405
Vendedor/a Polivalente CABA y GBA,,,,En proceso,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-polivalente-caba-y-gba-en-san-nicolas-8C7BF051A330B36761373E686DCF3405
Jardineros Caba,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-jardineros-caba-caba-en-barracas-2C7A8558FDBCBEB461373E686DCF3405
Auxiliar de Lavandería para Hotel,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-lavanderia-para-hotel-en-retiro-9BF1D11DA6414EC661373E686DCF3405
Operarias/os de producción zona Barracas,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operariasos-de-produccion-zona-barracas-en-barracas-4499A03D1668C49261373E686DCF3405
Operarios/as alimenticios/as zona Barracas,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operariosas-alimenticiosas-zona-barracas-en-barracas-59E419A6A609342861373E686DCF3405
Staff Platform Engineer Latam,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-staff-platform-engineer-latam-en-san-nicolas-3812CD57182F9B0061373E686DCF3405
administrative assistant,DEL PLATA OBRAS SA,,"Caballito, Capital Federal",Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrative-assistant-jornada-completa-en-caballito-A9568AF0BF5BAE3E61373E686DCF3405
repositor/a,GRUPO MANASOTA S.R.L.,,"La Plata, Buenos Aires",Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-repositora-con-experiencia-en-el-puesto-en-la-plata-402FFFF8E9E5DBF061373E686DCF3405
Mesa de Ayuda/Help Desk/Service Desk IT SSR CABA / Zona Portuaria / Presencial / L a V 8 a 18hs,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-mesa-de-ayudahelp-deskservice-desk-it-ssr-caba-zona-portuaria-presencial-l-a-v-8-a-18hs-en-retiro-6F2DBCA38A9603BC61373E686DCF3405
Mesa de ayuda de sistemas CABA,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-mesa-de-ayuda-de-sistemas-caba-microcentro-en-san-cristobal-DB5BB5A8A38329E461373E686DCF3405
Coordinador de Mesa de Ayuda IT,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-mesa-de-ayuda-it-caba-hibrido-en-retiro-D23716A14EE6380C61373E686DCF3405
Operarios/as de depósito (empresa líder),,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operariosas-de-deposito-empresa-lider-en-villa-soldati-4D450E741C708CB661373E686DCF3405
encargado/a de depósito,ESTUDIO CONTABLE LP,,"La Plata, Buenos Aires",Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-encargadoa-de-deposito-encargadoa-de-deposito-y-logistica-en-la-plata-390D4F1B0458F71161373E686DCF3405
operador telemarketing,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-telemarketing-desde-el-domicilio-en-san-martin-5BEF360D735250D461373E686DCF3405
Operario/a de Depósito (Armado de Pedidos),,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operarioa-de-deposito-armado-de-pedidos-en-la-plata-2F354CD5CE59B25561373E686DCF3405
"Operarios/as metalúrgicos/as sector extrusión. Zona Abasto, La Plata.",,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operariosas-metalurgicosas-sector-extrusion-zona-abasto-la-plata-en-la-plata-7C05F1A23CC10C8A61373E686DCF3405
Analista de datos,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-call-center-en-monserrat-6FA802A1F27253F461373E686DCF3405
Vendedor/a Telefónico/a Call Center,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-telefonicoa-call-center-part-time-ingreso-inmediato-en-parque-patricios-DC22BF9B17794FE461373E686DCF3405
Asistente de Administración,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-administracion-capital-federal-bs-as-en-puerto-madero-AFC6585E68295C7F61373E686DCF3405
Administrativo/a Back Office,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-back-office-y-gestion-administrativa-en-monserrat-BA7078597E7D244861373E686DCF3405
Administrativo comercial,,,,CV Visto,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-comercial-mostrador-en-caballito-42A9FB57F1B35A4D61373E686DCF3405
Administrativa/o de Facturación – CABA,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativao-de-facturacion-caba-en-villa-crespo-18181CA94F984A9861373E686DCF3405
Administrativo/a de Plan de Ahorro,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-de-plan-de-ahorro-con-experiencia-en-constitucion-BF7166C3EB8BF94761373E686DCF3405
"Att al Cliente Administrativo Conocimientos Comex / Híbrido / Centro, CABA Ref: 21048",,,,CV Visto,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-att-al-cliente-administrativo-conocimientos-comex-hibrido-centro-caba-ref-21048-adn-recursos-humanos-en-san-cristobal-44B1228EB16D076D61373E686DCF3405
Ref. 20427: Soporte Técnico Help Desk,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20427-soporte-tecnico-help-desk-parque-patricios-caba-en-parque-patricios-0ECB0F153571273761373E686DCF3405
analista soporte técnico help desk,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-informatico-help-desk-en-balvanera-A98FA198872BE9AE61373E686DCF3405
Soporte Tecnico Nivel 1,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-nivel-1-en-retiro-C01B7DEE6C3BA08461373E686DCF3405
Ref. 20927 Soporte Técnico IT,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20927-soporte-tecnico-it-balvanera-caba-en-balvanera-6841BF991567BCDA61373E686DCF3405
Asistente de Administración,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-administracion-capital-federal-bs-as-en-puerto-madero-AFC6585E68295C7F61373E686DCF3405
Administrativo/a Back Office,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-back-office-y-gestion-administrativa-en-monserrat-BA7078597E7D244861373E686DCF3405
Administrativo comercial,,,,CV Visto,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-comercial-mostrador-en-caballito-42A9FB57F1B35A4D61373E686DCF3405
Administrativa/o de Facturación – CABA,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativao-de-facturacion-caba-en-villa-crespo-18181CA94F984A9861373E686DCF3405
Administrativo/a de Plan de Ahorro,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-de-plan-de-ahorro-con-experiencia-en-constitucion-BF7166C3EB8BF94761373E686DCF3405
"Att al Cliente Administrativo Conocimientos Comex / Híbrido / Centro, CABA Ref: 21048",,,,CV Visto,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-att-al-cliente-administrativo-conocimientos-comex-hibrido-centro-caba-ref-21048-adn-recursos-humanos-en-san-cristobal-44B1228EB16D076D61373E686DCF3405
Ref. 20427: Soporte Técnico Help Desk,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20427-soporte-tecnico-help-desk-parque-patricios-caba-en-parque-patricios-0ECB0F153571273761373E686DCF3405
analista soporte técnico help desk,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-informatico-help-desk-en-balvanera-A98FA198872BE9AE61373E686DCF3405
Soporte Tecnico Nivel 1,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-nivel-1-en-retiro-C01B7DEE6C3BA08461373E686DCF3405
Ref. 20927 Soporte Técnico IT,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ref-20927-soporte-tecnico-it-balvanera-caba-en-balvanera-6841BF991567BCDA61373E686DCF3405
Operario de Deposito,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-en-villa-crespo-E0339F969653CC8761373E686DCF3405
Operario de deposito de producto terminado,Grupo Servicemen,"4,0","Almagro, Capital Federal",Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-de-producto-terminado-zona-almagro-reemplazo-vacaciones-en-almagro-679274B8EEE9664D61373E686DCF3405
Telemarketer,LOPEZ FERNANDO DIEGO,,"Monserrat, Capital Federal",Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-telemarketer-venta-de-seguros-manana-6hs-presencial-en-monserrat-E366A70EB170D27C61373E686DCF3405
Asesor/a call center,,,,CV Visto,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-call-center-venta-de-seguros-en-retiro-CE54687160B18BFE61373E686DCF3405
Operador de Ventas Telefónicas / Call Center,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-ventas-telefonicas-call-center-en-monserrat-7B206A2E1228E13661373E686DCF3405
Asesor Telefónico de Servicio Técnico,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-telefonico-de-servicio-tecnico-call-center-remoto-en-monserrat-158D5E5C6C2CD67C61373E686DCF3405
Administrativo/a,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-con-experiencia-en-palermo-2CD88D2E0797E31E61373E686DCF3405
administrativo contable,JOBU S.A.,,"Palermo, Capital Federal",Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-contable-estudiante-de-ciencias-economicas-en-palermo-6EF80B509FE9FB8861373E686DCF3405
Administrativo/a de Facturación en CABA,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-de-facturacion-en-caba-en-san-telmo-08073E2E29A2E0C861373E686DCF3405
Referente Administrativo de Atención al Paciente,,,,CV Visto,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-referente-administrativo-de-atencion-al-paciente-en-belgrano-E9467429D8D456BF61373E686DCF3405
Asistente de Administracion Junior,MATTI JUAN JOSE,,"Monserrat, Capital Federal",Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-administracion-junior-en-monserrat-127B3DE553AB181761373E686DCF3405
Cajeros/as,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajerosas-en-retiro-7C9861F019CBC60E61373E686DCF3405
Auxiliar Administrativo de Deposito,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-de-deposito-en-la-plata-DD6959BD33E19D4061373E686DCF3405
Operario de deposito,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-en-vicente-lopez-A49D1B52ED34EB1A61373E686DCF3405
Operario de deposito x Convocatoria,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-x-convocatoria-mataderos-en-villa-lugano-6D6305DAD1C3D8B361373E686DCF3405
atención al cliente,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-eventuales-en-palermo-749B1B6E9C0ECD3A61373E686DCF3405
Acompañantes de Chofer zona La Plata,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-acompanantes-de-chofer-zona-la-plata-en-la-plata-DBD96CC848EE306D61373E686DCF3405
Operario de Deposito,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-eventual-por-convocatoria-en-villa-crespo-060B2880E226FCEE61373E686DCF3405
Operario de Deposito,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-en-agronomia-9CE6F3A05FA62C5461373E686DCF3405
Operario de Depósito,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-en-almagro-ADCC8819EE617D5F61373E686DCF3405
administrativo especializado,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-especializado-rubro-salud-en-la-plata-49445C70E9398E0F61373E686DCF3405
Administrativo/a de autorizaciones médicas,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativoa-de-autorizaciones-medicas-en-recoleta-05F8ECB72D6C81AA61373E686DCF3405
Back office eventual /Zona Retiro (CABA),,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-back-office-eventual-zona-retiro-caba-en-retiro-9FD4BD8A23704B5361373E686DCF3405
Operarios con experiencia industria Alimenticia,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-con-experiencia-industria-alimenticia-en-nueva-pompeya-C8E0B8510363C97761373E686DCF3405
Operarios de Produccion Industria Alimenticia / CABA o aledaños (req185148) Eventual,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-de-produccion-industria-alimenticia-caba-o-aledanos-req185148-eventual-en-villa-soldati-3F4845A45D9FD20061373E686DCF3405
Operaria/o de producción (Eventual) Constitución req183603,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operariao-de-produccion-eventual-constitucion-req183603-en-constitucion-A469A808305BB5EF61373E686DCF3405
1320CC / Operador de reservas para Turismo Receptivo / Caba / Hibrido,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-1320cc-operador-de-reservas-para-turismo-receptivo-caba-hibrido-en-retiro-D09E3862B585212461373E686DCF3405
Operarios de depósito,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-de-deposito-en-recoleta-80D1FD8875BA12BC61373E686DCF3405
"Operarios/as de producción, industria gráfica",,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operariosas-de-produccion-industria-grafica-en-barracas-F1413DD5574EB53D61373E686DCF3405
Vendedores Comerciales de Calle (La Plata) req199238,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-comerciales-de-calle-la-plata-req199238-en-la-plata-81E4DC92473B8BAC61373E686DCF3405
Operario Deposito de Ropa,,,,Proceso finalizado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-deposito-de-ropa-full-time-expericia-zonas-flores-y-munro-en-flores-B4F70B81937094B161373E686DCF3405
Operario de produccion,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-produccion-en-almagro-9FB7F57505E45C1561373E686DCF3405
Operarios de depósito para Laboratorio  Zona Villa Lugano,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-de-deposito-para-laboratorio-zona-villa-lugano-zona-mataderos-en-mataderos-6B17B3DEF14970AF61373E686DCF3405
Operario de Expedición,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-expedicion-en-recoleta-EE49AB3E08D7D00461373E686DCF3405
"Operario de deposito Eventual, zona Barraca",,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-eventual-zona-barraca-administrativo-de-produccion-en-barracas-BA55012D72C2675D61373E686DCF3405
Operario de Deposito,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-parque-patricios-en-parque-patricios-62E38203BE843BC561373E686DCF3405
Administrativo Jr,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-jr-1-mes-en-retiro-EB1125A53F44547161373E686DCF3405
"Urgente! operarios de deposito por convocatoria, CABA",,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-operarios-de-deposito-por-convocatoria-caba-en-parque-patricios-9D49B7FCF67DEDA361373E686DCF3405
Implementador software gestión,,,,Postulado,Más de 30 días,+ 100 candidatos postulados,https://ar.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-implementador-software-gestion-data-entry-en-rafaela-ADA1AD77C248F83B61373E686DCF3405
